ISO3v10,Continent,Country,GeoRegion,GeoSubregion,ElevationZone,Income Group,Lending Category,UrbanRuralDesignation,Population1990,Population2000,Population2010,Population2100,LandArea,PercentofCountryPopulation1990,PercentofCountryPopulation2000,PercentofCountryPopulation2010,PercentofCountryPopulation2100,PercentofCountryLandArea
REU,Africa,Reunion,Africa,Eastern Africa,Elevations Less Than or Equal To 1m,Not Defined,Not Defined,Urban,1123,1359,1620,2109,2,0,0,0,0,0
REU,Africa,Reunion,Africa,Eastern Africa,Elevations Less Than or Equal To 20m ,Not Defined,Not Defined,Rural,12187,14779,15693,22931,29,2,2,2,2,1
REU,Africa,Reunion,Africa,Eastern Africa,Elevations Less Than or Equal To 20m ,Not Defined,Not Defined,Urban,32344,39251,46785,60902,57,5,5,5,5,2
REU,Africa,Reunion,Africa,Eastern Africa,Elevations Less Than or Equal To 3m,Not Defined,Not Defined,Rural,1564,1888,2005,2929,6,0,0,0,0,0
REU,Africa,Reunion,Africa,Eastern Africa,Elevations Less Than or Equal To 3m,Not Defined,Not Defined,Urban,1477,1787,2130,2773,2,0,0,0,0,0
REU,Africa,Reunion,Africa,Eastern Africa,Elevations Less Than or Equal To 5m,Not Defined,Not Defined,Rural,1940,2343,2488,3635,7,0,0,0,0,0
REU,Africa,Reunion,Africa,Eastern Africa,Elevations Less Than or Equal To 5m,Not Defined,Not Defined,Urban,2358,2857,3405,4433,4,0,0,0,0,0
REU,Africa,Reunion,Africa,Eastern Africa,Elevations Less Than or Equal To 7m,Not Defined,Not Defined,Rural,2751,3327,3532,5162,9,0,0,0,0,0
REU,Africa,Reunion,Africa,Eastern Africa,Elevations Less Than or Equal To 7m,Not Defined,Not Defined,Urban,4938,5985,7134,9286,9,1,1,1,1,0
REU,Africa,Reunion,Africa,Eastern Africa,Elevations Less Than or Equal To 9m,Not Defined,Not Defined,Rural,4562,5523,5864,8569,12,1,1,1,1,0
REU,Africa,Reunion,Africa,Eastern Africa,Elevations Less Than or Equal To 9m,Not Defined,Not Defined,Urban,12641,15341,18286,23803,22,2,2,2,2,1
REU,Africa,Reunion,Africa,Eastern Africa,Total National Population,Not Defined,Not Defined,Rural,54247,58735,62366,91133,1535,9,8,7,8,61
REU,Africa,Reunion,Africa,Eastern Africa,Total National Population,Not Defined,Not Defined,Urban,549739,665696,793483,1032893,980,91,92,93,92,39
ROU,Europe,Romania,Europe,Eastern Europe,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Rural,9337422,9010870,8742324,4135408,208501,40,41,41,35,89
ROU,Europe,Romania,Europe,Eastern Europe,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Urban,12738833,12019969,11641816,6887074,14811,55,54,54,59,6
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Rural,194779,189254,183614,105641,7190,1,1,1,1,3
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Urban,466699,448138,434040,289079,418,2,2,2,2,0
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Rural,230432,224746,218048,122356,7876,1,1,1,1,3
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Urban,522305,500812,485056,317796,490,2,2,2,3,0
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Rural,43354,41372,40139,20968,3138,0,0,0,0,1
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Urban,60867,59434,57564,32577,66,0,0,0,0,0
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Rural,369652,359230,348524,192399,10547,2,2,2,2,4
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Urban,760595,726693,703830,436693,784,3,3,3,4,0
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Rural,92279,89606,86936,54104,4371,0,0,0,0,2
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Urban,234769,226173,219057,147995,176,1,1,1,1,0
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Rural,124133,120518,116926,70405,5328,1,1,1,1,2
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Urban,323549,311197,301407,204840,264,1,1,1,2,0
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Rural,143200,139094,134949,79629,5959,1,1,1,1,3
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Urban,380169,365433,353937,240639,310,2,2,2,2,0
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Rural,172948,168234,163221,94241,6766,1,1,1,1,3
ROU,Europe,Romania,Europe,Eastern Europe,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Urban,434253,417096,403974,271253,373,2,2,2,2,0
ROU,Europe,Romania,Europe,Eastern Europe,Total National Population,Upper middle income,IBRD,Rural,9707074,9370100,9090849,4327807,219048,42,42,42,37,93
ROU,Europe,Romania,Europe,Eastern Europe,Total National Population,Upper middle income,IBRD,Urban,13499428,12746661,12345646,7323767,15595,58,58,58,63,7
RUS,Asia,Russia,Europe,Eastern Europe,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Rural,51668219,47566675,46248172,19677853,15767048,35,32,32,25,96
RUS,Asia,Russia,Europe,Eastern Europe,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Urban,90222377,93643283,91331550,55925696,181552,61,64,64,71,1
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Rural,853344,728671,708473,354988,241258,1,0,0,0,1
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Urban,2645841,2254486,2198830,1356462,3000,2,2,2,2,0
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Rural,951484,813736,791180,395407,285828,1,1,1,1,2
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Urban,3168094,2647664,2582302,1604783,3550,2,2,2,2,0
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Rural,307584,288448,280452,134579,47782,0,0,0,0,0
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Urban,689523,687443,670472,418700,778,0,0,0,1,0
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Rural,1424489,1219969,1186153,584972,538781,1,1,1,1,3
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Urban,5084383,4172691,4069681,2505911,5986,3,3,3,3,0
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Rural,449820,405451,394213,192522,86069,0,0,0,0,1
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Urban,1027374,998673,974020,595867,1207,1,1,1,1,0
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Rural,567134,500344,486475,240155,127026,0,0,0,0,1
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Urban,1335328,1268331,1237020,748582,1646,1,1,1,1,0
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Rural,699722,603133,586415,291139,176122,0,0,0,0,1
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Urban,1712982,1571426,1532633,932736,2152,1,1,1,1,0
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Rural,803763,687587,668527,334288,219759,1,0,0,0,1
RUS,Asia,Russia,Europe,Eastern Europe,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Urban,2399108,2070384,2019273,1239231,2774,2,1,1,2,0
RUS,Asia,Russia,Europe,Eastern Europe,Total National Population,Upper middle income,IBRD,Rural,53092709,48786644,47434324,20262825,16305829,36,33,33,26,99
RUS,Asia,Russia,Europe,Eastern Europe,Total National Population,Upper middle income,IBRD,Urban,95306760,97815974,95401231,58431607,187538,64,67,67,74,1
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations > 20m or Non-Contiguous,High income: nonOECD,Not Defined,Rural,5467758,6458010,8278861,13340136,1893725,33,30,29,21,97
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations > 20m or Non-Contiguous,High income: nonOECD,Not Defined,Urban,8975350,12372630,16316248,40074772,36613,55,58,58,63,2
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Rural,157035,201577,258412,524649,11049,1,1,1,1,1
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Urban,1260378,1745085,2301308,6938244,3327,8,8,8,11,0
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Rural,171813,219762,281724,570129,12631,1,1,1,1,1
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Urban,1391157,1926075,2539987,7660261,3681,8,9,9,12,0
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 1m,High income: nonOECD,Not Defined,Rural,27293,35663,45719,94741,1530,0,0,0,0,0
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 1m,High income: nonOECD,Not Defined,Urban,111645,154627,203912,564209,456,1,1,1,1,0
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 20m ,High income: nonOECD,Not Defined,Rural,219111,277014,355119,714721,18587,1,1,1,1,1
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 20m ,High income: nonOECD,Not Defined,Urban,1715913,2375237,3132313,9084046,4611,10,11,11,14,0
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 3m,High income: nonOECD,Not Defined,Rural,62324,80966,103795,208118,3794,0,0,0,0,0
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 3m,High income: nonOECD,Not Defined,Urban,397068,549863,725125,2302272,1181,2,3,3,4,0
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 5m,High income: nonOECD,Not Defined,Rural,99677,129234,165671,335905,6212,1,1,1,1,0
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 5m,High income: nonOECD,Not Defined,Urban,708892,981572,1294436,4002857,1955,4,5,5,6,0
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 7m,High income: nonOECD,Not Defined,Rural,128248,165716,212440,433513,8257,1,1,1,1,0
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 7m,High income: nonOECD,Not Defined,Urban,974210,1348918,1778869,5384479,2604,6,6,6,9,0
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 9m,High income: nonOECD,Not Defined,Rural,148658,191183,245087,498957,10205,1,1,1,1,1
SAU,Asia,Saudi Arabia,Asia,Western Asia,Elevations Less Than or Equal To 9m,High income: nonOECD,Not Defined,Urban,1179928,1633726,2154456,6500593,3119,7,8,8,10,0
SAU,Asia,Saudi Arabia,Asia,Western Asia,Total National Population,High income: nonOECD,Not Defined,Rural,5686869,6735025,8633980,14054857,1912312,35,31,31,22,98
SAU,Asia,Saudi Arabia,Asia,Western Asia,Total National Population,High income: nonOECD,Not Defined,Urban,10691263,14747866,19448561,49158820,41224,65,69,69,78,2
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Rural,6352920,6384152,6335911,3553231,92450,63,61,60,54,92
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Urban,3768052,4120966,4110357,3056986,8109,37,39,39,46,8
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Rural,7877,7703,7644,6368,261,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Urban,11219,13674,13639,10574,45,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Rural,8222,8046,7985,6615,272,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Urban,15058,18339,18292,13791,58,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Rural,1610,1615,1603,1704,50,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Urban,1009,1230,1227,1317,6,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Rural,9225,9050,8981,7357,304,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Urban,25504,31061,30981,22652,95,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Rural,2314,2307,2289,2444,73,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Urban,1773,2163,2158,2290,10,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Rural,5481,5364,5323,4657,181,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Urban,2551,3131,3123,3186,15,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Rural,6902,6743,6693,5661,229,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Urban,3847,4723,4711,4378,21,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Rural,7638,7463,7406,6191,254,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Urban,8583,10473,10446,8364,37,0,0,0,0,0
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Total National Population,Upper middle income,IBRD,Rural,6362144,6393201,6344892,3560588,92754,63,61,61,54,92
SCG,Europe,Serbia and Montenegro,Europe,Southern Europe,Total National Population,Upper middle income,IBRD,Urban,3793556,4152027,4141338,3079638,8204,37,39,39,46,8
SDN,Africa,Sudan,Africa,Northern Africa,Elevations > 20m or Non-Contiguous,Lower middle income,IDA,Rural,19285798,22385168,23309777,40207456,2484670,74,68,68,65,100
SDN,Africa,Sudan,Africa,Northern Africa,Elevations > 20m or Non-Contiguous,Lower middle income,IDA,Urban,6608998,10269604,10749908,20855110,6415,25,31,31,34,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 10m ,Lower middle income,IDA,Rural,55255,68702,71540,194091,2976,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 10m ,Lower middle income,IDA,Urban,61880,101164,105895,185323,70,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 12m ,Lower middle income,IDA,Rural,60167,74339,77410,211093,3371,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 12m ,Lower middle income,IDA,Urban,70246,114747,120114,210205,79,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 1m,Lower middle income,IDA,Rural,6555,8987,9358,24028,391,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 1m,Lower middle income,IDA,Urban,2274,3770,3946,6906,3,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 20m ,Lower middle income,IDA,Rural,77399,94269,98163,274517,4813,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 20m ,Lower middle income,IDA,Urban,93927,153371,160544,280960,103,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 3m,Lower middle income,IDA,Rural,20760,27240,28365,74183,1041,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 3m,Lower middle income,IDA,Urban,15363,25366,26552,46467,16,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 5m,Lower middle income,IDA,Rural,35641,45326,47198,123928,1718,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 5m,Lower middle income,IDA,Urban,33023,54448,56995,99743,36,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 7m,Lower middle income,IDA,Rural,45820,57608,59988,159444,2287,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 7m,Lower middle income,IDA,Urban,46424,76221,79786,139630,52,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 9m,Lower middle income,IDA,Rural,52517,65525,68232,183782,2757,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Elevations Less Than or Equal To 9m,Lower middle income,IDA,Urban,57323,93793,98179,171819,65,0,0,0,0,0
SDN,Africa,Sudan,Africa,Northern Africa,Total National Population,Lower middle income,IDA,Rural,19363198,22479436,23407939,40481972,2489484,74,68,68,66,100
SDN,Africa,Sudan,Africa,Northern Africa,Total National Population,Lower middle income,IDA,Urban,6702924,10422974,10910451,21136070,6518,26,32,32,34,0
SEN,Africa,Senegal,Africa,Western Africa,Elevations > 20m or Non-Contiguous,Lower middle income,IDA,Rural,3468568,4133532,5067821,14430894,167296,43,40,40,47,86
SEN,Africa,Senegal,Africa,Western Africa,Elevations > 20m or Non-Contiguous,Lower middle income,IDA,Urban,1001742,1443600,1797195,3986186,945,13,14,14,13,0
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 10m ,Lower middle income,IDA,Rural,683884,802872,984343,2791615,12776,9,8,8,9,7
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 10m ,Lower middle income,IDA,Urban,1372485,2048534,2550301,4133696,510,17,20,20,14,0
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 12m ,Lower middle income,IDA,Rural,799139,935351,1146765,3272573,14981,10,9,9,11,8
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 12m ,Lower middle income,IDA,Urban,1643659,2449820,3049877,4904532,600,21,24,24,16,0
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 1m,Lower middle income,IDA,Rural,61449,74757,91654,244964,732,1,1,1,1,0
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 1m,Lower middle income,IDA,Urban,52926,75977,94587,158523,21,1,1,1,1,0
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 20m ,Lower middle income,IDA,Rural,1332925,1552868,1903857,5549849,25959,17,15,15,18,13
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 20m ,Lower middle income,IDA,Urban,2173614,3211950,3998683,6481744,851,27,31,31,21,0
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 3m,Lower middle income,IDA,Rural,199124,234566,287584,818209,3242,2,2,2,3,2
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 3m,Lower middle income,IDA,Urban,196704,288835,359582,729177,118,2,3,3,2,0
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 5m,Lower middle income,IDA,Rural,372403,441800,541659,1536447,6666,5,4,4,5,3
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 5m,Lower middle income,IDA,Urban,403469,596373,742448,1462863,232,5,6,6,5,0
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 7m,Lower middle income,IDA,Rural,494253,585136,717392,2048170,9050,6,6,6,7,5
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 7m,Lower middle income,IDA,Urban,689778,1026096,1277427,2337606,333,9,10,10,8,0
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 9m,Lower middle income,IDA,Rural,621158,730773,895947,2545821,11393,8,7,7,8,6
SEN,Africa,Senegal,Africa,Western Africa,Elevations Less Than or Equal To 9m,Lower middle income,IDA,Urban,1187490,1773285,2207632,3607650,454,15,17,17,12,0
SEN,Africa,Senegal,Africa,Western Africa,Total National Population,Lower middle income,IDA,Rural,4801493,5686400,6971678,19980742,193256,60,55,55,66,99
SEN,Africa,Senegal,Africa,Western Africa,Total National Population,Lower middle income,IDA,Urban,3175357,4655551,5795878,10467930,1796,40,45,45,34,1
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations > 20m or Non-Contiguous,High income: nonOECD,Not Defined,Rural,34044,45342,56129,44971,8,1,1,1,1,1
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations > 20m or Non-Contiguous,High income: nonOECD,Not Defined,Urban,892270,1188388,1548688,1182903,243,30,30,30,30,36
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Rural,394195,525016,649923,513073,70,13,13,13,13,10
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Urban,523342,697023,908349,684987,103,17,17,18,17,15
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Rural,442737,589669,729957,577076,80,15,15,14,15,12
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Urban,803923,1070721,1395347,1056896,157,27,27,27,27,23
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 1m,High income: nonOECD,Not Defined,Rural,96358,128337,158870,124132,16,3,3,3,3,2
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 1m,High income: nonOECD,Not Defined,Urban,101741,135506,176590,130450,18,3,3,3,3,3
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 20m ,High income: nonOECD,Not Defined,Rural,512484,682562,844951,668836,96,17,17,16,17,14
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 20m ,High income: nonOECD,Not Defined,Urban,1577582,2101135,2738165,2082217,323,52,52,53,52,48
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 3m,High income: nonOECD,Not Defined,Rural,108993,145164,179701,140451,18,4,4,3,4,3
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 3m,High income: nonOECD,Not Defined,Urban,144754,192793,251245,184183,25,5,5,5,5,4
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 5m,High income: nonOECD,Not Defined,Rural,146842,195574,242103,189463,25,5,5,5,5,4
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 5m,High income: nonOECD,Not Defined,Urban,169339,225538,293918,215675,30,6,6,6,5,4
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 7m,High income: nonOECD,Not Defined,Rural,254541,339016,419671,329741,43,8,8,8,8,6
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 7m,High income: nonOECD,Not Defined,Urban,255476,340261,443423,329868,48,8,8,9,8,7
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 9m,High income: nonOECD,Not Defined,Rural,357837,476592,589979,465142,62,12,12,11,12,9
SGP,Asia,Singapore,Asia,South-Eastern Asia,Elevations Less Than or Equal To 9m,High income: nonOECD,Not Defined,Urban,392938,523342,682011,512110,78,13,13,13,13,12
SGP,Asia,Singapore,Asia,South-Eastern Asia,Total National Population,High income: nonOECD,Not Defined,Rural,546528,727904,901080,713807,104,18,18,17,18,15
SGP,Asia,Singapore,Asia,South-Eastern Asia,Total National Population,High income: nonOECD,Not Defined,Urban,2469852,3289522,4286853,3265121,566,82,82,83,82,85
SHN,Africa,Saint Helena,Africa,Western Africa,Elevations > 20m or Non-Contiguous,Not Defined,Not Defined,Rural,4107,3757,3094,9022,393,76,76,76,75,86
SHN,Africa,Saint Helena,Africa,Western Africa,Elevations > 20m or Non-Contiguous,Not Defined,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
SHN,Africa,Saint Helena,Africa,Western Africa,Elevations Less Than or Equal To 10m ,Not Defined,Not Defined,Rural,1179,1031,849,2620,51,22,21,21,22,11
SHN,Africa,Saint Helena,Africa,Western Africa,Elevations Less Than or Equal To 10m ,Not Defined,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
SHN,Africa,Saint Helena,Africa,Western Africa,Elevations Less Than or Equal To 12m ,Not Defined,Not Defined,Rural,1218,1067,878,2710,53,22,22,22,23,12
SHN,Africa,Saint Helena,Africa,Western Africa,Elevations Less Than or Equal To 12m ,Not Defined,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
SHN,Africa,Saint Helena,Africa,Western Africa,Elevations Less Than or Equal To 1m,Not Defined,Not Defined,Rural,182,188,155,470,19,3,4,4,4,4
SHN,Africa,Saint Helena,Africa,Western Africa,Elevations Less Than or Equal To 1m,Not Defined,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
SHN,Africa,Saint Helena,Africa,Western Africa,Elevations Less Than or Equal To 20m ,Not Defined,Not Defined,Rural,1332,1167,961,2958,62,24,24,24,25,14
SHN,Africa,Saint Helena,Africa,Western Africa,Elevations Less Than or Equal To 20m ,Not Defined,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
SHN,Africa,Saint Helena,Africa,Western Africa,Elevations Less Than or Equal To 3m,Not Defined,Not Defined,Rural,756,645,531,1640,30,14,13,13,14,7
SHN,Africa,Saint Helena,Africa,Western Africa,Elevations Less Than or Equal To 3m,Not Defined,Not Defined,Urban,0,0,0,0,0,0,0,0,0,0
